@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 {0,1,2}

@data
959,'2022/11/21 01:32:02:174',5,0.033597,0.01743,0.013746,0.363877,-1.336511,3.102072,?,1
960,'2022/11/21 01:32:02:207',5,0.057266,0.015064,0.027139,0.348345,-1.342677,3.106534,?,1
961,'2022/11/21 01:32:02:244',5,0.021535,-0.021301,-0.01111,0.33017,-1.345347,3.108219,?,1
962,'2022/11/21 01:32:02:277',5,0.015639,-0.002568,-0.041699,0.316117,-1.349662,3.113262,?,1
963,'2022/11/21 01:32:02:307',5,-0.087435,0.004928,-0.027531,0.305175,-1.34967,3.119961,?,1
964,'2022/11/21 01:32:02:340',5,-0.064559,-0.00514,-0.010797,0.300542,-1.345759,3.124503,?,1
965,'2022/11/21 01:32:02:373',5,-0.033337,-0.007498,-0.019458,0.299576,-1.345395,3.127492,?,1
966,'2022/11/21 01:32:02:407',5,0.010426,-0.003912,-0.035312,0.299144,-1.343328,3.131694,?,1
967,'2022/11/21 01:32:02:440',5,0.017223,-0.0014,-0.034636,0.298276,-1.342844,3.139662,?,1
968,'2022/11/21 01:32:02:474',5,0.004424,-0.005171,-0.014803,0.298274,-1.346271,-3.133758,?,1
969,'2022/11/21 01:32:02:507',5,0.02638,0.012757,-0.00817,0.29797,-1.348229,-3.121734,?,1
970,'2022/11/21 01:32:02:540',5,0.01133,0.005811,-0.014765,0.296673,-1.350219,-3.108744,?,1
971,'2022/11/21 01:32:02:576',5,0.009846,0.010503,-0.012303,0.296394,-1.354826,-3.095178,?,1
972,'2022/11/21 01:32:02:619',5,0.012697,0.009426,0.008162,0.29597,-1.361086,-3.078441,?,1
973,'2022/11/21 01:32:02:640',5,0.017012,0.008159,0.02704,0.294215,-1.366523,-3.062656,?,1
974,'2022/11/21 01:32:02:674',5,-0.00115,0.004504,0.022978,0.292262,-1.370129,-3.050915,?,1
975,'2022/11/21 01:32:02:718',5,0.006169,0.009121,0.01631,0.290694,-1.373978,-3.038776,?,1
976,'2022/11/21 01:32:02:740',5,0.012893,0.019174,-0.019494,0.288446,-1.379375,-3.024938,?,1
977,'2022/11/21 01:32:02:783',5,-0.001739,0.003909,-0.009051,0.28696,-1.386789,-3.009166,?,1
978,'2022/11/21 01:32:02:807',5,0.008679,0.012722,0.002903,0.285824,-1.395427,-2.990988,?,1
979,'2022/11/21 01:32:02:840',5,0.002075,0.0105,-0.009742,0.284653,-1.401729,-2.971789,?,1
980,'2022/11/21 01:32:02:876',5,-0.003908,0.010953,-0.029029,0.284537,-1.40728,-2.953205,?,1
981,'2022/11/21 01:32:02:907',5,-0.015626,0.014565,-0.001293,0.285535,-1.413471,-2.928663,?,1
982,'2022/11/21 01:32:02:940',5,-0.024742,0.014763,-0.038492,0.288031,-1.414318,-2.903061,?,1
983,'2022/11/21 01:32:02:974',5,0.011948,0.032435,0.005688,0.289865,-1.415065,-2.878687,?,1
984,'2022/11/21 01:32:03:008',5,0.023123,-0.005402,0.051005,0.289869,-1.418015,-2.854225,?,1
985,'2022/11/21 01:32:03:040',5,0.03295,0.000449,0.061876,0.288475,-1.42229,-2.836952,?,1
986,'2022/11/21 01:32:03:073',5,0.040667,0.014493,0.091673,0.284473,-1.419463,-2.830527,?,1
987,'2022/11/21 01:32:03:107',5,-0.0074,-0.007181,0.057618,0.27732,-1.408532,-2.83289,?,1
988,'2022/11/21 01:32:03:140',5,-0.032879,-0.015124,0.016644,0.2746,-1.406991,-2.834229,?,1
989,'2022/11/21 01:32:03:176',5,0.00168,0.010943,0.041963,0.274351,-1.409295,-2.834709,?,1
990,'2022/11/21 01:32:03:207',5,-0.004004,-0.000721,0.045998,0.272379,-1.407435,-2.838841,?,1
991,'2022/11/21 01:32:03:241',5,-0.024561,-0.01056,0.046902,0.271368,-1.407655,-2.845905,?,1
992,'2022/11/21 01:32:03:274',5,-0.021485,-0.008434,0.077533,0.272943,-1.408211,-2.855741,?,1
993,'2022/11/21 01:32:03:307',5,0.015231,0.013934,0.075434,0.274779,-1.407194,-2.872554,?,1
994,'2022/11/21 01:32:03:340',5,-0.006247,-0.013243,0.119374,0.272908,-1.401245,-2.897386,?,1
995,'2022/11/21 01:32:03:375',5,-0.024495,0.015756,0.123693,0.273232,-1.391719,-2.934543,?,1
996,'2022/11/21 01:32:03:407',5,0.009643,0.009641,0.117059,0.275186,-1.38657,-2.975056,?,1
997,'2022/11/21 01:32:03:440',5,0.01607,0.02743,0.05431,0.273757,-1.376483,-3.02775,?,1
998,'2022/11/21 01:32:03:482',5,-0.031727,0.01433,0.067452,0.272354,-1.361032,-3.082449,?,1
999,'2022/11/21 01:32:03:507',5,-0.003362,0.018144,0.054915,0.273192,-1.348418,-3.134514,?,1
1000,'2022/11/21 01:32:03:540',5,-0.009117,0.025536,0.010709,0.273802,-1.330274,3.08579,?,1
1001,'2022/11/21 01:32:03:575',5,0.003082,0.040264,0.041773,0.271841,-1.306478,3.018954,?,1
1002,'2022/11/21 01:32:03:607',5,-0.005528,0.039384,0.00007,0.266686,-1.292778,2.95873,?,1
1003,'2022/11/21 01:32:03:640',5,-0.005431,0.078249,0.021298,0.259417,-1.289358,2.882707,?,1
1004,'2022/11/21 01:32:03:674',5,0.028698,0.030283,-0.134548,0.250201,-1.270811,2.810508,?,1
1005,'2022/11/21 01:32:03:707',5,0.001365,0.000044,-0.127505,0.249087,-1.261647,2.765756,?,1
1006,'2022/11/21 01:32:03:740',5,-0.011771,0.041782,0.022747,0.253315,-1.251789,2.718855,?,1
1007,'2022/11/21 01:32:03:783',5,0.019542,0.076468,0.037386,0.251332,-1.24293,2.66046,?,1
1008,'2022/11/21 01:32:03:808',5,0.061997,0.0403,-0.09257,0.247721,-1.233865,2.613416,?,1
1009,'2022/11/21 01:32:03:840',5,0.006885,0.015969,-0.049404,0.241909,-1.226806,2.569204,?,1
1010,'2022/11/21 01:32:03:892',5,0.006654,0.011872,-0.029524,0.237534,-1.222034,2.530084,?,1
1011,'2022/11/21 01:32:03:907',5,0.041935,0.029161,-0.087159,0.237001,-1.221916,2.503218,?,1
1012,'2022/11/21 01:32:03:940',5,0.055981,0.018996,-0.088745,0.234221,-1.222675,2.48399,?,1
1013,'2022/11/21 01:32:03:974',5,0.006515,0.004038,-0.0489,0.233322,-1.22173,2.483168,?,1
1014,'2022/11/21 01:32:04:011',5,0.002611,0.014028,0.028225,0.234777,-1.221496,2.483972,?,1
1015,'2022/11/21 01:32:04:040',5,0.011348,0.010508,-0.064626,0.234609,-1.221596,2.483621,?,1
1016,'2022/11/21 01:32:04:080',5,-0.009308,0.017624,-0.066487,0.238397,-1.225888,2.494897,?,1
1017,'2022/11/21 01:32:04:107',5,0.020031,0.028314,-0.075011,0.245321,-1.23213,2.511967,?,1
1018,'2022/11/21 01:32:04:140',5,0.046746,0.046948,-0.146321,0.255294,-1.243004,2.549156,?,1
1019,'2022/11/21 01:32:04:173',5,0.004372,0.017344,-0.07071,0.269828,-1.251773,2.609732,?,1
1020,'2022/11/21 01:32:04:208',5,-0.00353,0.071037,-0.10452,0.284309,-1.260589,2.672356,?,1
1021,'2022/11/21 01:32:04:241',5,0.035857,0.096637,-0.169447,0.304939,-1.281505,2.76845,?,1
1022,'2022/11/21 01:32:04:274',5,-0.027666,0.068346,-0.017549,0.324033,-1.304818,2.883596,?,1
1023,'2022/11/21 01:32:04:307',5,-0.006295,0.077357,0.078897,0.338581,-1.32328,2.973623,?,1
1024,'2022/11/21 01:32:04:341',5,0.028468,0.055334,0.04823,0.348786,-1.335696,3.056644,?,1
1025,'2022/11/21 01:32:04:379',5,-0.018169,0.021152,0.059451,0.355594,-1.350645,3.129177,?,1
1026,'2022/11/21 01:32:04:407',5,0.016789,0.022968,0.056425,0.362015,-1.373829,-3.097768,?,1
1027,'2022/11/21 01:32:04:440',5,0.03412,0.028404,0.067637,0.36607,-1.398163,-3.03764,?,1
1028,'2022/11/21 01:32:04:474',5,0.033134,0.024262,0.070927,0.360969,-1.415056,-2.992724,?,1
1029,'2022/11/21 01:32:04:507',5,0.044294,0.03574,-0.036944,0.353139,-1.432864,-2.953968,?,1
1030,'2022/11/21 01:32:04:540',5,0.010698,0.020539,0.005257,0.3438,-1.455625,-2.901535,?,1
1031,'2022/11/21 01:32:04:574',5,0.031892,0.033026,0.06257,0.331096,-1.474116,-2.856496,?,1
1032,'2022/11/21 01:32:04:607',5,0.024541,0.023949,-0.010764,0.318298,-1.492274,-2.822942,?,1
1033,'2022/11/21 01:32:04:640',5,0.002886,0.018283,0.012123,0.30318,-1.511247,-2.782057,?,1
1034,'2022/11/21 01:32:04:676',5,0.006642,0.016421,0.001829,0.289538,-1.527143,-2.746847,?,1
1035,'2022/11/21 01:32:04:707',5,0.034874,0.033692,-0.047619,0.276696,-1.542221,-2.714878,?,1
1036,'2022/11/21 01:32:04:740',5,0.006864,0.020142,-0.066467,0.260774,-1.561984,-2.669876,?,1
1037,'2022/11/21 01:32:04:774',5,-0.022397,0.026846,-0.010402,0.247143,-1.579762,-2.619589,?,1
1038,'2022/11/21 01:32:04:807',5,0.00571,0.033224,0.001792,0.235969,-1.592998,-2.578521,?,1
1039,'2022/11/21 01:32:04:840',5,-0.022255,0.002669,0.015073,0.223175,-1.610819,-2.533573,?,1
1040,'2022/11/21 01:32:04:874',5,-0.015477,0.012854,0.046904,0.212868,-1.635755,-2.487596,?,1
1041,'2022/11/21 01:32:04:910',5,0.005834,0.018765,0.1124,0.205106,-1.652114,-2.456408,?,1
1042,'2022/11/21 01:32:04:940',5,0.011999,0.006607,0.11468,0.196592,-1.655103,-2.43699,?,1
1043,'2022/11/21 01:32:04:977',5,-0.020606,-0.015152,0.067979,0.19104,-1.656316,-2.429058,?,1
1044,'2022/11/21 01:32:05:009',5,0.014109,0.010734,0.055999,0.188235,-1.662712,-2.420669,?,1
1045,'2022/11/21 01:32:05:040',5,0.013487,0.004266,0.057016,0.185613,-1.668223,-2.417598,?,1
1046,'2022/11/21 01:32:05:074',5,-0.008763,0.00075,0.075995,0.183976,-1.670864,-2.419235,?,1
1047,'2022/11/21 01:32:05:107',5,-0.004539,0.005412,0.08847,0.18445,-1.667947,-2.430932,?,1
1048,'2022/11/21 01:32:05:140',5,-0.004805,0.004559,0.095482,0.185817,-1.660634,-2.448329,?,1
1049,'2022/11/21 01:32:05:174',5,-0.013723,-0.006619,0.160624,0.189397,-1.646319,-2.478531,?,1
1050,'2022/11/21 01:32:05:210',5,0.000134,0.014635,0.216064,0.195255,-1.620031,-2.532986,?,1
1051,'2022/11/21 01:32:05:240',5,0.008674,0.05551,0.188832,0.198458,-1.588583,-2.598168,?,1
1052,'2022/11/21 01:32:05:285',5,0.028253,0.072531,0.149864,0.19873,-1.545508,-2.692526,?,1
1053,'2022/11/21 01:32:05:307',5,-0.054397,0.054933,0.113122,0.195955,-1.497045,-2.795936,?,1
1054,'2022/11/21 01:32:05:339',5,-0.039395,0.062603,0.064906,0.197537,-1.459118,-2.885351,?,1
1055,'2022/11/21 01:32:05:374',5,-0.021659,0.066244,-0.034059,0.197904,-1.421245,-2.981378,?,1
1056,'2022/11/21 01:32:05:407',5,-0.009128,0.037261,-0.009692,0.199626,-1.390196,-3.062351,?,1
1057,'2022/11/21 01:32:05:440',5,-0.008998,0.046265,-0.008139,0.202664,-1.374052,-3.124166,?,1
1058,'2022/11/21 01:32:05:473',5,0.049638,0.078572,0.026325,0.206517,-1.362057,3.085495,?,1
1059,'2022/11/21 01:32:05:508',5,0.032823,0.073015,0.090583,0.200702,-1.348488,3.001723,?,1
1060,'2022/11/21 01:32:05:541',5,0.02269,0.071997,0.000426,0.194234,-1.337055,2.919476,?,1
1061,'2022/11/21 01:32:05:576',5,0.02659,0.04356,-0.204385,0.190989,-1.323484,2.834654,?,1
1062,'2022/11/21 01:32:05:607',5,0.044979,0.068675,-0.073051,0.190616,-1.311011,2.777746,?,1
1063,'2022/11/21 01:32:05:640',5,-0.00889,0.025436,0.017414,0.187172,-1.293036,2.728349,?,1
1064,'2022/11/21 01:32:05:674',5,0.027269,0.062005,-0.067218,0.182462,-1.284022,2.66519,?,1
1065,'2022/11/21 01:32:05:707',5,0.036971,0.037258,-0.059508,0.178462,-1.28538,2.612869,?,1
1066,'2022/11/21 01:32:05:741',5,0.007452,0.020486,-0.05874,0.174151,-1.282578,2.571185,?,1
1067,'2022/11/21 01:32:05:774',5,0.019338,0.036398,-0.117579,0.175869,-1.278236,2.541258,?,1
1068,'2022/11/21 01:32:05:807',5,0.044576,0.053062,0.009494,0.176722,-1.284063,2.518856,?,1
1069,'2022/11/21 01:32:05:840',5,0.014652,0.009357,-0.03248,0.173201,-1.286504,2.497612,?,1
1070,'2022/11/21 01:32:05:879',5,0.026721,0.014722,-0.159816,0.170934,-1.284168,2.485261,?,1
1071,'2022/11/21 01:32:05:907',5,0.000623,0.042566,-0.105072,0.173099,-1.281331,2.497784,?,1
1072,'2022/11/21 01:32:05:952',5,-0.06795,0.004776,-0.017703,0.182871,-1.286134,2.509753,?,1
1073,'2022/11/21 01:32:05:974',5,0.0195,0.060585,-0.226278,0.202935,-1.296415,2.537168,?,1
1074,'2022/11/21 01:32:06:008',5,0.069636,0.078585,-0.141338,0.217331,-1.303017,2.595482,?,1
1075,'2022/11/21 01:32:06:040',5,0.026605,0.066243,-0.113301,0.224935,-1.307392,2.661726,?,1
1076,'2022/11/21 01:32:06:074',5,0.037565,0.089452,-0.181407,0.242581,-1.328039,2.766223,?,1
1077,'2022/11/21 01:32:06:107',5,0.0174,0.097389,-0.143664,0.268908,-1.352062,2.912509,?,1
1078,'2022/11/21 01:32:06:160',5,0.130498,0.183406,-0.001732,0.283931,-1.366468,3.053337,?,1
1079,'2022/11/21 01:32:06:175',5,0.023203,0.101297,0.194452,0.284009,-1.410058,-3.090757,?,1
1080,'2022/11/21 01:32:06:209',5,0.031843,0.052271,0.11493,0.283596,-1.482998,-2.990283,?,1
1081,'2022/11/21 01:32:06:242',5,0.021691,0.031316,0.034476,0.282845,-1.538209,-2.914984,?,1
1082,'2022/11/21 01:32:06:274',5,0.058264,0.080186,-0.027228,0.275951,-1.590437,-2.831165,?,1
1083,'2022/11/21 01:32:06:312',5,0.01471,0.05182,0.043088,0.260885,-1.624221,-2.753609,?,1
1084,'2022/11/21 01:32:06:341',5,-0.042793,0.000432,0.069843,0.248307,-1.641673,-2.699537,?,1
1085,'2022/11/21 01:32:06:373',5,-0.005141,0.051477,0.073006,0.236459,-1.649914,-2.64753,?,1
1086,'2022/11/21 01:32:06:408',5,-0.024505,0.019878,0.097081,0.223172,-1.64559,-2.6115,?,1
1087,'2022/11/21 01:32:06:460',5,-0.038045,-0.000611,0.064241,0.215859,-1.644626,-2.583442,?,1
1088,'2022/11/21 01:32:06:479',5,-0.027357,0.002598,0.08168,0.208949,-1.656519,-2.552981,?,1
1089,'2022/11/21 01:32:06:506',5,-0.033223,-0.003717,0.106493,0.20281,-1.660676,-2.533106,?,1
1090,'2022/11/21 01:32:06:555',5,0.009839,0.002587,0.103472,0.199635,-1.659336,-2.525614,?,1
1091,'2022/11/21 01:32:06:574',5,-0.017246,-0.011923,0.087255,0.196679,-1.656469,-2.5267,?,1
1092,'2022/11/21 01:32:06:607',5,-0.002051,0.011291,0.040551,0.196918,-1.654471,-2.530794,?,1
1093,'2022/11/21 01:32:06:640',5,0.017506,0.012801,0.044559,0.197555,-1.65319,-2.537355,?,1
1094,'2022/11/21 01:32:06:674',5,0.011866,0.001018,0.067101,0.197723,-1.645555,-2.549462,?,1
1095,'2022/11/21 01:32:06:707',5,0.000475,-0.006351,0.103157,0.199918,-1.63053,-2.574115,?,1
1096,'2022/11/21 01:32:06:740',5,-0.018158,-0.003781,0.223031,0.205595,-1.599705,-2.621091,?,1
1097,'2022/11/21 01:32:06:781',5,0.000576,0.024467,0.187369,0.211012,-1.563721,-2.68582,?,1
1098,'2022/11/21 01:32:06:807',5,0.024031,0.045569,0.136872,0.213821,-1.516697,-2.777779,?,1
1099,'2022/11/21 01:32:06:840',5,0.028989,0.069296,0.084607,0.212696,-1.458243,-2.88224,?,1
1100,'2022/11/21 01:32:06:874',5,0.011809,0.070543,-0.01283,0.204519,-1.4135,-2.9675,?,1
1101,'2022/11/21 01:32:06:907',5,-0.016093,0.035346,-0.021321,0.200412,-1.391641,-3.048327,?,1
1102,'2022/11/21 01:32:06:941',5,0.018514,0.049104,0.033044,0.198383,-1.380379,-3.122643,?,1
1103,'2022/11/21 01:32:06:974',5,0.036388,0.072832,0.050168,0.192192,-1.366821,3.091391,?,1
1104,'2022/11/21 01:32:07:008',5,0.003219,0.04756,0.007522,0.177798,-1.354504,3.009603,?,1
1105,'2022/11/21 01:32:07:041',5,-0.027814,0.023726,0.024825,0.169201,-1.352299,2.920988,?,1
1106,'2022/11/21 01:32:07:074',5,0.054817,0.05584,-0.068009,0.163811,-1.343492,2.846771,?,1
1107,'2022/11/21 01:32:07:107',5,0.028339,0.036747,-0.058043,0.153777,-1.33412,2.77734,?,1
1108,'2022/11/21 01:32:07:140',5,-0.015315,-0.003478,-0.138818,0.148912,-1.321322,2.724137,?,1
1109,'2022/11/21 01:32:07:174',5,0.001645,0.064121,0.019411,0.148668,-1.314914,2.684523,?,1
1110,'2022/11/21 01:32:07:207',5,0.042474,0.050755,-0.036361,0.142669,-1.306436,2.633646,?,1
1111,'2022/11/21 01:32:07:240',5,-0.001034,0.001492,-0.082213,0.133926,-1.298446,2.59455,?,1
1112,'2022/11/21 01:32:07:274',5,0.000625,0.01467,-0.030835,0.130257,-1.293303,2.567108,?,1
1113,'2022/11/21 01:32:07:307',5,0.018271,0.037537,-0.018861,0.127789,-1.297971,2.533376,?,1
1114,'2022/11/21 01:32:07:339',5,0.039573,0.032806,-0.096239,0.126974,-1.301098,2.511158,?,1
1115,'2022/11/21 01:32:07:378',5,0.030978,0.02202,-0.060223,0.122946,-1.296124,2.499773,?,1
1116,'2022/11/21 01:32:07:407',5,-0.032633,-0.004984,0.007013,0.122136,-1.2972,2.490276,?,1
1117,'2022/11/21 01:32:07:440',5,0.04631,0.041839,-0.117838,0.124512,-1.298,2.486061,?,1
1118,'2022/11/21 01:32:07:474',5,0.022164,0.023861,-0.025845,0.125109,-1.297503,2.494146,?,1
1119,'2022/11/21 01:32:07:507',5,-0.038766,0.004954,-0.010885,0.129122,-1.299907,2.503388,?,1
1120,'2022/11/21 01:32:07:540',5,-0.043992,-0.004877,-0.106511,0.145939,-1.304091,2.519966,?,1
1121,'2022/11/21 01:32:07:574',5,0.067242,0.048986,-0.148035,0.166623,-1.308911,2.552805,?,1
1122,'2022/11/21 01:32:07:607',5,0.032919,0.053118,-0.138496,0.19098,-1.321126,2.623601,?,1
1123,'2022/11/21 01:32:07:640',5,0.005313,0.034663,-0.11178,0.221045,-1.326844,2.716985,?,1
1124,'2022/11/21 01:32:07:676',5,0.041803,0.151099,-0.075649,0.243872,-1.342773,2.811797,?,1
1125,'2022/11/21 01:32:07:707',5,0.077587,0.051051,-0.001798,0.267043,-1.37382,2.93005,?,1
1126,'2022/11/21 01:32:07:741',5,-0.064626,0.066597,0.003855,0.286998,-1.3983,3.035094,?,1
1127,'2022/11/21 01:32:07:779',5,0.040548,0.077007,0.016299,0.306019,-1.421855,3.122637,?,1
1128,'2022/11/21 01:32:07:807',5,-0.030795,-0.005157,0.073344,0.325061,-1.44833,-3.06601,?,1
1129,'2022/11/21 01:32:07:840',5,0.01025,0.048398,0.187502,0.335478,-1.452456,-3.004485,?,1
1130,'2022/11/21 01:32:07:876',5,0.080995,-0.009096,0.150039,0.330619,-1.442482,-2.981712,?,1
1131,'2022/11/21 01:32:07:907',5,-0.095281,-0.045432,0.156272,0.319279,-1.40578,-2.980867,?,1
1132,'2022/11/21 01:32:07:940',5,0.01907,0.026373,0.115353,0.294529,-1.358408,-2.999464,?,1
1133,'2022/11/21 01:32:07:978',5,-0.124717,0.00226,0.032,0.283572,-1.33877,-3.012363,?,1
1134,'2022/11/21 01:32:08:008',5,-0.003273,0.017208,0.017993,0.284186,-1.336358,-3.018651,?,1
1135,'2022/11/21 01:32:08:040',5,0.061737,-0.016083,-0.00739,0.285844,-1.320145,-3.019839,?,1
1136,'2022/11/21 01:32:08:076',5,0.054444,0.045459,0.02916,0.28378,-1.299465,-3.022106,?,1
1137,'2022/11/21 01:32:08:107',5,0.05997,-0.00012,0.00836,0.278537,-1.288506,-3.023166,?,1
1138,'2022/11/21 01:32:08:141',5,0.039235,0.005504,-0.027399,0.275359,-1.298667,-3.018429,?,1
1139,'2022/11/21 01:32:08:174',5,0.110285,0.046797,-0.107017,0.273982,-1.320184,-3.006828,?,1
1140,'2022/11/21 01:32:08:207',5,-0.057751,0.007799,-0.079446,0.272828,-1.341996,-2.98337,?,1
1141,'2022/11/21 01:32:08:240',5,0.011288,0.028299,-0.035819,0.278592,-1.360103,-2.956471,?,1
1142,'2022/11/21 01:32:08:275',5,0.079427,0.023018,-0.03275,0.282927,-1.391115,-2.924701,?,1
1143,'2022/11/21 01:32:08:307',5,0.008712,-0.00192,0.066301,0.279728,-1.402334,-2.905769,?,1
1144,'2022/11/21 01:32:08:340',5,-0.007537,-0.023604,0.061576,0.2724,-1.395301,-2.901467,?,1
1145,'2022/11/21 01:32:08:375',5,-0.019358,-0.017196,0.004172,0.268283,-1.394427,-2.90088,?,1
1146,'2022/11/21 01:32:08:407',5,-0.001295,0.003179,0.008893,0.267449,-1.396839,-2.898941,?,1
1147,'2022/11/21 01:32:08:440',5,0.012852,0.011352,0.019825,0.265751,-1.395227,-2.899029,?,1
1148,'2022/11/21 01:32:08:473',5,-0.006264,-0.002512,0.014431,0.264128,-1.393226,-2.89998,?,1
1149,'2022/11/21 01:32:08:507',5,-0.004647,0.004726,0.019279,0.263724,-1.394229,-2.900356,?,1
1150,'2022/11/21 01:32:08:540',5,0.002419,0.007934,0.000404,0.263269,-1.391233,-2.904136,?,1
1151,'2022/11/21 01:32:08:577',5,0.001133,-0.004422,0.003109,0.26204,-1.386099,-2.907811,?,1
1152,'2022/11/21 01:32:08:607',5,0.001839,0.005787,-0.022083,0.261567,-1.383567,-2.909341,?,1
1153,'2022/11/21 01:32:08:640',5,0.007144,-0.002605,0.004399,0.261409,-1.383743,-2.908529,?,1
1154,'2022/11/21 01:32:08:674',5,0.012899,0.006506,-0.005797,0.261395,-1.383989,-2.90813,?,1
1155,'2022/11/21 01:32:08:707',5,0.012906,0.006025,0.008812,0.260802,-1.380169,-2.909951,?,1
1156,'2022/11/21 01:32:08:740',5,0.024931,0.011276,-0.015262,0.260094,-1.378786,-2.90994,?,1
1157,'2022/11/21 01:32:08:774',5,0.017076,0.007256,0.006084,0.258871,-1.378046,-2.909006,?,1
1158,'2022/11/21 01:32:08:807',5,0.0088,-0.001506,0.002569,0.257715,-1.376213,-2.909534,?,1
1159,'2022/11/21 01:32:08:840',5,0.012036,0.001733,-0.004598,0.256363,-1.375314,-2.909801,?,1
1160,'2022/11/21 01:32:08:875',5,0.007432,0.005191,0.00074,0.255269,-1.37592,-2.909785,?,1
1161,'2022/11/21 01:32:08:907',5,0.001344,0.004973,-0.008535,0.253893,-1.375169,-2.909982,?,1
1162,'2022/11/21 01:32:08:940',5,-0.011253,-0.001994,0.003306,0.254246,-1.375584,-2.909474,?,1
1163,'2022/11/21 01:32:08:974',5,0.011068,0.007042,0.00614,0.254722,-1.375629,-2.909782,?,1
1164,'2022/11/21 01:32:09:010',5,0.004839,0.006483,-0.006348,0.254475,-1.374475,-2.910761,?,1
1165,'2022/11/21 01:32:14:975',6,0.004532,0.003474,0.000108,1.156311,-0.876158,2.187204,?,2
1166,'2022/11/21 01:32:15:007',6,0.006535,0.00242,-0.00133,1.155552,-0.877652,2.188311,?,2
1167,'2022/11/21 01:32:15:044',6,0.017282,0.009477,-0.000106,1.154588,-0.880188,2.190475,?,2
1168,'2022/11/21 01:32:15:074',6,0.0207,0.012498,0.002511,1.152517,-0.887258,2.196455,?,2
1169,'2022/11/21 01:32:15:107',6,0.023955,0.01141,0.002691,1.148876,-0.897491,2.20639,?,2
1170,'2022/11/21 01:32:15:159',6,0.0462,0.014005,0.004234,1.14369,-0.910102,2.218826,?,2
1171,'2022/11/21 01:32:15:177',6,0.050104,0.023317,-0.003396,1.133825,-0.932171,2.241455,?,2
1172,'2022/11/21 01:32:15:207',6,0.06536,0.030822,-0.017812,1.121471,-0.961424,2.27279,?,2
1173,'2022/11/21 01:32:15:240',6,0.012418,0.020253,-0.026562,1.11061,-0.991998,2.304565,?,2
1174,'2022/11/21 01:32:15:274',6,0.042669,0.021786,-0.016501,1.095698,-1.033403,2.34598,?,2
1175,'2022/11/21 01:32:15:307',6,0.024371,0.01539,0.005277,1.077726,-1.074322,2.387527,?,2
1176,'2022/11/21 01:32:15:340',6,0.042736,0.02185,0.011453,1.059228,-1.103603,2.419661,?,2
1177,'2022/11/21 01:32:15:374',6,-0.050333,0.001864,-0.021773,1.040381,-1.128615,2.452019,?,2
1178,'2022/11/21 01:32:15:412',6,0.051886,0.018885,-0.04804,1.024708,-1.159272,2.48877,?,2
1179,'2022/11/21 01:32:15:441',6,-0.011315,0.013107,-0.008673,1.009598,-1.191738,2.526845,?,2
1180,'2022/11/21 01:32:15:478',6,0.020725,0.011739,0.028132,0.99241,-1.217356,2.559404,?,2
1181,'2022/11/21 01:32:15:512',6,0.038647,0.017518,0.003598,0.970738,-1.238059,2.589293,?,2
1182,'2022/11/21 01:32:15:540',6,-0.007399,0.000022,0.018797,0.952323,-1.256774,2.614021,?,2
1183,'2022/11/21 01:32:15:574',6,0.030994,0.030097,-0.035603,0.929808,-1.27487,2.641129,?,2
1184,'2022/11/21 01:32:15:607',6,-0.038665,-0.000651,-0.057253,0.909936,-1.303854,2.677804,?,2
1185,'2022/11/21 01:32:15:641',6,-0.002378,0.004713,-0.019155,0.897373,-1.332354,2.712035,?,2
1186,'2022/11/21 01:32:15:674',6,0.046572,0.028053,-0.047657,0.878979,-1.354324,2.749254,?,2
1187,'2022/11/21 01:32:15:707',6,0.022248,0.017009,-0.079964,0.857448,-1.383662,2.793672,?,2
1188,'2022/11/21 01:32:15:767',6,-0.005744,0.016324,-0.083479,0.841508,-1.424008,2.843399,?,2
1189,'2022/11/21 01:32:15:774',6,-0.002678,0.019884,-0.054757,0.823715,-1.470397,2.903196,?,2
1190,'2022/11/21 01:32:15:807',6,-0.053803,0.003389,-0.051382,0.805854,-1.508363,2.963249,?,2
1191,'2022/11/21 01:32:15:840',6,-0.040049,-0.000072,-0.032579,0.793225,-1.53499,3.01187,?,2
1192,'2022/11/21 01:32:15:874',6,-0.075632,0.008076,-0.078467,0.780476,-1.564019,3.06878,?,2
1193,'2022/11/21 01:32:15:907',6,-0.156531,-0.037498,-0.027589,0.776709,-1.60435,3.135715,?,2
1194,'2022/11/21 01:32:15:940',6,-0.092342,-0.020812,0.04125,0.782471,-1.636784,-3.094624,?,2
1195,'2022/11/21 01:32:15:976',6,-0.111455,-0.009527,-0.013578,0.793974,-1.662057,-3.04098,?,2
1196,'2022/11/21 01:32:16:008',6,-0.056427,0.014657,-0.034462,0.811189,-1.69115,-2.982483,?,2
1197,'2022/11/21 01:32:16:056',6,0.00105,0.033075,0.004044,0.824175,-1.721694,-2.92808,?,2
1198,'2022/11/21 01:32:16:074',6,0.005919,0.028881,0.047764,0.836187,-1.756056,-2.869645,?,2
